video_id,paths,w x h,frames,fps,caption_movi
video3943,video3943.mp4,320_240,300.0,29.97002997002997,two tigers play in a sudsy tub of water
video2439,video2439.mp4,320_240,600.0,30.0,a woman is seen here applying make up cream all over the face
video5735,video5735.mp4,320_240,360.0,29.97002997002997,two women wearing skirts move a green cylindrical stove onto a fireproof surface
video7,video7.mp4,320_240,330.0,29.97002997002997,a man commenting on a cat eating dog food
video1543,video1543.mp4,320_240,275.0,25.0,a man in green t shirt is practicing his table tennis skills
video3047,video3047.mp4,320_240,450.0,29.97002997002997,water bounces and vibrates from a vibrating speaker
video5255,video5255.mp4,320_240,350.0,25.0,there is a man in blue is playing table tennis
video1959,video1959.mp4,320_240,330.0,29.97,a biker comments on an accident that he drove by
video199,video199.mp4,320_240,390.0,29.924,there is a man talking with a check shirt man
video1287,video1287.mp4,320_240,360.0,29.97002997002997,there is a man in black is training his students
video5383,video5383.mp4,320_240,330.0,29.97002997002997,a tutorial on setting up tv channels on a tv
video3143,video3143.mp4,320_240,420.0,29.97002997002997,a large curly dog frolics and plays with a very small tan dog and their owner
video295,video295.mp4,320_240,330.0,29.97002997002997,a person is showing the back of a electronic system
video2887,video2887.mp4,320_240,330.0,29.97002997002997,sun is glowing the measurement of sun in terms of earth size is displayed
video5127,video5127.mp4,320_240,180.0,15.0,a train or bus ride through lots of forest
video6471,video6471.mp4,320_240,300.0,25.0,there is a woman in white running hard for win
video3975,video3975.mp4,320_240,240.0,23.976023976023978,an animated man sits at a desk while a narrator discusses a sedentary lifestyle
video1063,video1063.mp4,320_240,450.0,30.0,a man in a white shirt stands near a wide staircase as a model bicycle rides down on
video5863,video5863.mp4,320_240,275.0,25.0,there is a tennis player broken his bat emotionally
video935,video935.mp4,320_240,360.0,30.0,two men are discussing about the way the live their lives in the show
video6439,video6439.mp4,320_240,810.0,29.97002997002997,a man in a gray plaid shirt bounces up and down in front of window frames
video6215,video6215.mp4,320_240,275.0,25.0,an asian woman in a pink kimono speaks vehemently in front of a picture of a north korean
video4679,video4679.mp4,320_240,400.0,25.0,a huge tornado spins through the sky as lightning flashes
video4007,video4007.mp4,320_240,480.0,29.97002997002997,a suit man talking to a person in a person
video6183,video6183.mp4,320_240,360.0,30.0,a bagel with cream cheese and gold flakes costs $1000
video5927,video5927.mp4,320_240,840.0,30.0,a man describes a black and yellow motorcycle with a calming voice
video2183,video2183.mp4,320_240,275.0,25.0,there is an hydroplane is going to take on towards the sky
video6375,video6375.mp4,320_240,750.0,29.97002997002997,a banged up orange car in a video game drives into a garage
video1319,video1319.mp4,320_240,552.0,23.976023976023978,an animated genghis khan levitates into the air with his sword and is radiant in a ray of
video5799,video5799.mp4,320_240,250.0,25.0,there is a man in white is making a dish
video4167,video4167.mp4,320_240,264.0,23.976023976023978,a group of mermaids are a swimming in the ocean with other water creatures
video2247,video2247.mp4,320_240,300.0,29.97,women on a talk show discuss some thin white fabrics they are showing
video4999,video4999.mp4,320_240,500.0,25.0,a man with cap standing near the horse and laughing
video3015,video3015.mp4,320_240,275.0,25.0,vegetables to prepare food are nicely placed in a table
video1703,video1703.mp4,320_240,420.0,30.0,a man discusses cooking in a foreign language while holding a spoon
video3271,video3271.mp4,320_240,360.0,29.97002997002997,a person is checking the food kept for boiling every now and then
video5543,video5543.mp4,320_240,250.0,25.0,there is a mature woman smiling while talking
video4263,video4263.mp4,320_240,360.0,29.97002997002997,a person is holding a mobile phone and is explaining about an app
video2759,video2759.mp4,320_240,300.0,30.0,there are some interesting tips going on with details
video5031,video5031.mp4,320_240,550.0,25.0,there is a man is settle his gun sitting in the bed
video2407,video2407.mp4,320_240,250.0,25.0,a model in a long sleeved brown sweater and tan skirt walks down a white runway
video2727,video2727.mp4,320_240,300.0,29.97002997002997,a women in her kitchen taking some items from the rack
video4711,video4711.mp4,320_240,525.0,25.0,rugby athletes pass and kick the ball down a grassy field
video2855,video2855.mp4,320_240,450.0,29.97002997002997,a short intro to how images on tbs are displayed
video4295,video4295.mp4,320_240,540.0,29.97002997002997,there is a lady is explaining some thing written on the screen
video5991,video5991.mp4,320_240,510.0,29.97002997002997,a lady is cooking something inside a black pot and then adds cream
video1927,video1927.mp4,320_240,250.0,25.0,a man with suit talking in front of the camera
video5351,video5351.mp4,320_240,480.0,23.976023976023978,a man breaks into a building and gets into a fight with the people there
video679,video679.mp4,320_240,660.0,29.97002997002997,a grey shirt man is operating a machine
video2215,video2215.mp4,320_240,630.0,29.97002997002997,there is well reputed man is is talking something seriously
video2791,video2791.mp4,320_240,480.0,30.0,man with student news in cnn and goes through the headlines
video1031,video1031.mp4,320_240,336.0,23.976023976023978,there is a blue car is moving on the road
video6311,video6311.mp4,320_240,250.0,25.0,a bunch of birds face and webbed feet drawings
video2695,video2695.mp4,320_240,325.0,25.0,a few radio hosts talking in mics at desks
video6279,video6279.mp4,320_240,325.0,25.0,such as bodies of water and road signs are being filmed on what appears to be a road
video4743,video4743.mp4,320_240,600.0,25.0,a woman gives a recipe including carrots a cucumber and asian noodles
video3367,video3367.mp4,320_240,390.0,29.97002997002997,a chauffeur assuring the passenger that they are on the right track with gestures being the key focus
video103,video103.mp4,320_240,300.0,29.97002997002997,in a kitchen a woman in purple and black talks about her favorite dish
video4071,video4071.mp4,320_240,330.0,30.0,there is a man running in to the grass
video1895,video1895.mp4,320_240,450.0,25.0,a girl and her mother are walking in a parking garage and they are going to look at
video3911,video3911.mp4,320_240,390.0,29.97002997002997,dentist with purple gloves is working on a patients tooth through the use of a medical tools
video5575,video5575.mp4,320_240,510.0,30.0,a woman lays on her back on the floor and exercises while playing with her baby
video6023,video6023.mp4,320_240,504.0,23.976023976023978,a person explaining how to operate the camera
video839,video839.mp4,320_240,360.0,30.0,blue liquid coming down that eventually makes letters
video2375,video2375.mp4,320_240,570.0,29.97002997002997,a man in a black shirt is describing a book using a chart
video6887,video6887.mp4,320_240,480.0,29.97002997002997,a boy is walking
video6919,video6919.mp4,320_240,275.0,25.0,a boy is playing a brass instrument
video6663,video6663.mp4,320_240,350.0,25.0,a block man looks concerned
video6823,video6823.mp4,320_240,480.0,29.97002997002997,a girls shows off her bag and sunglasses
video6951,video6951.mp4,320_240,360.0,30.0,a foreign clip of two men arguing
video6567,video6567.mp4,320_240,240.0,23.976023976023978,a man has a heart attack while two men behind him adjust a picture on a wall
video6791,video6791.mp4,320_240,275.0,25.0,a scene from a tv show
video6727,video6727.mp4,320_240,420.0,29.97002997002997,a man conducts an interview
video6695,video6695.mp4,320_240,300.0,25.0,a car being displayed
video6599,video6599.mp4,320_240,450.0,29.97002997002997,a doctor is talking about something
video6535,video6535.mp4,320_240,264.0,23.976023976023978,a clip showcasing jfk giving a speech
video6631,video6631.mp4,320_240,288.0,23.976023976023978,a clip of a man playing with a fake snake and a girl with pigtails
video6759,video6759.mp4,320_240,720.0,29.97002997002997,ingredients are kept in separate bowls to prepare some food
video6983,video6983.mp4,320_240,330.0,29.97002997002997,two men snowboard down a mountain in slow motion while yelling
video6855,video6855.mp4,320_240,700.0,25.0,a bald guy with glasses in a green sweater is talking about a computer science class
video2792,video2792.mp4,320_240,264.0,24.0,a 3d game play scene
video1832,video1832.mp4,320_240,450.0,29.97002997002997,a 17 year old girl is talking about being on her laptop
video40,video40.mp4,320_240,660.0,29.97002997002997,2 young men are laying in the grass and talking
video8,video8.mp4,320_240,900.0,29.97002997002997,a bald guy talks and swivels in a chair
video4328,video4328.mp4,320_240,419.0,29.97002997002997,a balding man with a mustache is talking about space
video5352,video5352.mp4,320_240,390.0,29.97,a animated character making a long jump in athletic
video4680,video4680.mp4,320_240,275.0,25.0,a advertisement of a tv show
video5864,video5864.mp4,320_240,475.0,25.0,a an is holding a drink and singing
video2696,video2696.mp4,320_240,330.0,29.97002997002997,a animation of humpty dumpty getting put back together
video2984,video2984.mp4,320_240,375.0,25.0,a animation of a girl fixing food
video2024,video2024.mp4,320_240,480.0,29.97002997002997,a boy and stuffed animals are moving in stop and go format
video3816,video3816.mp4,320_240,450.0,29.97002997002997,a bunch of bottles of blue liquid are lined up
video1544,video1544.mp4,320_240,275.0,25.0,a boy is playing in a classroom
video3176,video3176.mp4,320_240,264.0,23.976023976023978,a boy is playing with loge pirates
video6248,video6248.mp4,320_240,264.0,23.976023976023978,a boy is pealing a carrot
video1672,video1672.mp4,320_240,390.0,30.0,a basketball player makes a dunk
video2504,video2504.mp4,320_240,330.0,29.97002997002997,a band is performing on stage in black and white while the three lead singers sing into microphones
video6472,video6472.mp4,320_240,264.0,23.976023976023978,a band performs
video4040,video4040.mp4,320_240,330.0,30.0,a band of young woman performing in front of an audience
video72,video72.mp4,320_240,360.0,29.97002997002997,a band is playing music on stage
video968,video968.mp4,320_240,300.0,29.97002997002997,a black and white video of a woman firing machine guns
video4520,video4520.mp4,320_240,690.0,29.97002997002997,a beautiful woman is interviewed on extra
video1416,video1416.mp4,320_240,480.0,23.976023976023978,a birthday party is going on and a girl is gifting something on that day
video3112,video3112.mp4,320_240,300.0,30.0,a black and white of a girl sitting down talking on her cellphone
video680,video680.mp4,320_240,312.0,23.976023976023978,a behind the scenes look at how special effects are made in a movie is shown while an
video3016,video3016.mp4,320_240,600.0,30.0,a bike race of mini bikes were people are watching them outside the road
video1288,video1288.mp4,320_240,300.0,29.97002997002997,a group of kids walking down the street talking about jesus
video5544,video5544.mp4,320_240,288.0,23.976023976023978,a group of girls are dancing together
video4136,video4136.mp4,320_240,510.0,29.97002997002997,a group of girls are dancing during a class
video5448,video5448.mp4,320_240,300.0,25.0,a girl is talking about super models
video4104,video4104.mp4,320_240,600.0,25.0,a girl is showing pic on system
video5896,video5896.mp4,320_240,240.0,24.0,a girl is riding with her arms spread out into the air
video3656,video3656.mp4,320_240,250.0,25.0,a girl is speaking in the stadium
video2120,video2120.mp4,320_240,390.0,30.0,a golfer drives a ball
video4264,video4264.mp4,320_240,264.0,23.976023976023978,a guy does a backflip in a park
video4904,video4904.mp4,320_240,360.0,30.0,a guy demonstrates brow make up
video328,video328.mp4,320_240,330.0,29.97002997002997,a guy is playing music on a guitar
video4936,video4936.mp4,320_240,330.0,30.0,a game play showing how to make something in a video game
video4840,video4840.mp4,320_240,275.0,25.0,a female talking about her singing
video3624,video3624.mp4,320_240,390.0,29.97002997002997,a fight on a plane
video776,video776.mp4,320_240,330.0,30.0,a girl is doing acrobatics
video6088,video6088.mp4,320_240,330.0,29.97002997002997,a girl is admiring animal figurines
video2824,video2824.mp4,320_240,180.0,15.0,a girl is playing a guitar
video1736,video1736.mp4,320_240,275.0,25.0,a girl is performing a song on the voice
video1320,video1320.mp4,320_240,288.0,23.976023976023978,a girl is explaining how to adjust chair for children
video5320,video5320.mp4,320_240,325.0,25.0,a girl gets pulled outside a window by a monster
video1128,video1128.mp4,320_240,689.0,29.97002997002997,a girl dancing and jumping around
video2888,video2888.mp4,320_240,300.0,25.0,a man flipping a large log in a field
video4200,video4200.mp4,320_240,350.0,25.0,a man is clutching a woman
video5768,video5768.mp4,320_240,359.0,29.97002997002997,a man in a full mechanic s suite is demonstrating valve cover removal quickly while wearing purple gloves
video2472,video2472.mp4,320_240,390.0,29.97002997002997,a man is about to have a wrestling match
video5576,video5576.mp4,320_240,570.0,29.97002997002997,a man in the audience is talking
video2280,video2280.mp4,320_240,360.0,29.97002997002997,a man in brown jacket talks to press
video1864,video1864.mp4,320_240,330.0,29.97002997002997,a rap song plays as soccer players play on the field
video1000,video1000.mp4,320_240,275.0,25.0,a woman is wearing a costume
video1800,video1800.mp4,320_240,360.0,29.97002997002997,girls are dancing in a dance studio
video1960,video1960.mp4,320_240,360.0,30.0,a slideshow of pictures with quotes are being shown
video584,video584.mp4,320_240,299.0,29.97002997002997,a man playing with a cube
video1064,video1064.mp4,320_240,570.0,30.0,a minecraft demonstration video
video2056,video2056.mp4,320_240,300.0,30.0,a panoramic view of a snowy area
video4392,video4392.mp4,320_240,600.0,29.97002997002997,a news segment on voting
video1576,video1576.mp4,320_240,288.0,23.976023976023978,a news report interviewing a woman
video1384,video1384.mp4,320_240,360.0,29.97002997002997,a lady explaining about parenting
video2088,video2088.mp4,320_240,570.0,30.0,a little league baseball game shows a batter ready to hit a homerun
video3336,video3336.mp4,320_240,375.0,25.0,a lady reading something in front of people
video2600,video2600.mp4,320_240,600.0,29.97002997002997,a guy talks about quitting a job
video200,video200.mp4,320_240,360.0,29.97002997002997,a guy talks over minecraft gameplay
video3592,video3592.mp4,320_240,420.0,29.97002997002997,a guy teaches you how to fold a paper
video5000,video5000.mp4,320_240,264.0,23.976023976023978,a humorous mashup about angry birds in real life
video3496,video3496.mp4,320_240,300.0,30.0,a helicopter has a damaged tail rotor
video2568,video2568.mp4,320_240,330.0,29.97002997002997,a hero officer honored for his bravery caught on tape
video5736,video5736.mp4,320_240,600.0,25.0,a man explaining about a car
video648,video648.mp4,320_240,300.0,25.0,a man discusses math
video2952,video2952.mp4,320_240,288.0,23.976023976023978,a man discussing how movies can turn actors into stars
video1640,video1640.mp4,320_240,264.0,23.976023976023978,a man and a woman are drinking a beverage in japan
video5512,video5512.mp4,320_240,420.0,30.0,a character is walking around minecraft
video2632,video2632.mp4,320_240,250.0,25.0,a character is riding a jeep in a video game
video5480,video5480.mp4,320_240,450.0,30.0,a character walks around a cave
video456,video456.mp4,320_240,330.0,29.97002997002997,a cat and hampster on the table
video520,video520.mp4,320_240,330.0,29.97002997002997,a cartoon of pigs surfing and pigs at the beach
video232,video232.mp4,320_240,450.0,29.97002997002997,a cartoon of two freddy krueger characters stab each other and then sink into a pool of blood
video616,video616.mp4,320_240,510.0,29.97002997002997,a chef making desserts and another man talking about it
video488,video488.mp4,320_240,360.0,29.97002997002997,a clear sky with little clouds
video3848,video3848.mp4,320_240,275.0,25.0,a children animated nursery rhyme of the itsy bitsy spider
video2184,video2184.mp4,320_240,450.0,25.0,a child trying to go inside of a store that is closed
video104,video104.mp4,320_240,275.0,25.0,a clip from a huge concert
video5288,video5288.mp4,320_240,240.0,23.976023976023978,a child holds onto a flag
video6216,video6216.mp4,320_240,180.0,15.0,a child folds up a piece of paper
video1352,video1352.mp4,320_240,360.0,29.97002997002997,a child performs a song on america s got talent
video4968,video4968.mp4,320_240,312.0,23.976023976023978,a car drives down a road
video3432,video3432.mp4,320_240,350.0,25.0,a bunch of kids playing games
video1704,video1704.mp4,320_240,390.0,29.97002997002997,a cartoon featuring the song twinkle twinkle little star
video5992,video5992.mp4,320_240,96.0,6.0,a cars interior is being displayed
video4488,video4488.mp4,320_240,312.0,24.0,a cartoon boy is singing to a cartoon girl wearing bunny ears
video3944,video3944.mp4,320_240,330.0,30.0,a cartoon character being scared
video3880,video3880.mp4,320_240,650.0,25.0,a cartoon character dances around
video6056,video6056.mp4,320_240,389.0,29.97002997002997,a cartoon about word girl
video2152,video2152.mp4,320_240,540.0,29.97002997002997,a couple of guys talking about a video game
video4456,video4456.mp4,320_240,264.0,23.976023976023978,a couple of guys are rapping in a video
video552,video552.mp4,320_240,312.0,23.976023976023978,a couple of people talking to each other followed by a look at people sorting apples
video2312,video2312.mp4,320_240,330.0,29.97002997002997,a crowd is cheering for the pope and a man is getting arrested
video5224,video5224.mp4,320_240,360.0,30.0,a cookery show with a person explaining the items required for preparing the dish
video744,video744.mp4,320_240,360.0,30.0,a cook stirring food in a pan
video5256,video5256.mp4,320_240,360.0,23.976023976023978,a cook describes how to set an oven to cook his dish
video3240,video3240.mp4,320_240,600.0,24.0,a couple are talking
video4296,video4296.mp4,320_240,275.0,25.0,a couple fighters jets in the air and crashes there are flames
video3752,video3752.mp4,320_240,275.0,25.0,a dog is standing
video2760,video2760.mp4,320_240,480.0,30.0,a female gymnast works on the bars
video1032,video1032.mp4,320_240,250.0,25.0,a description of an owl and danger
video6312,video6312.mp4,320_240,510.0,29.97002997002997,a dance scene of a hero and heroine going on
video6024,video6024.mp4,320_240,275.0,25.0,a doctor is examining a pregnant woman
video5128,video5128.mp4,320_240,180.0,15.0,a diglett is battling a voltorb
video5096,video5096.mp4,320_240,240.0,24.0,a clip of people competing
video6184,video6184.mp4,320_240,300.0,29.97002997002997,a clip of the ellen show in which a man is featured with a tv embedded in his
video1256,video1256.mp4,320_240,264.0,23.976023976023978,a clip showcasing a antelope that escaped a leopards attacks
video360,video360.mp4,320_240,264.0,23.976023976023978,a clip from batman in a plane with people jumping out of the plane
video424,video424.mp4,320_240,384.0,23.976023976023978,a clip from avengers
video5928,video5928.mp4,320_240,330.0,29.97002997002997,a clip from the movie paranormal activity 5
video3560,video3560.mp4,320_240,600.0,30.0,a clip from a tv show is showing
video5704,video5704.mp4,320_240,264.0,24.0,a clip from an advertisement showing a crowd of people
video5800,video5800.mp4,320_240,250.0,25.0,a clip of a video being shown
video5960,video5960.mp4,320_240,390.0,29.97002997002997,a clip of a soccer goal followed by a clip of a soldier coming home
video6344,video6344.mp4,320_240,330.0,29.97002997002997,a commercial for honda through autobytel with an older male driver talking about the car
video4744,video4744.mp4,320_240,360.0,30.0,a compilation of people hurting themselves while playing sports
video936,video936.mp4,320_240,525.0,25.0,a conductor is guiding an orchestra
video4616,video4616.mp4,320_240,350.0,25.0,a conference on these masked men pulling the hats of the yellow dressed convicts
video168,video168.mp4,320_240,275.0,25.0,a construction truck plows a big pile of snow
video6504,video6504.mp4,320_240,390.0,29.97002997002997,a compilation of sports highlights
video2344,video2344.mp4,320_240,360.0,29.97002997002997,a computer generated version of humpty dumpty
video4648,video4648.mp4,320_240,330.0,29.97002997002997,a collection of sports vines is shown
video3272,video3272.mp4,320_240,325.0,25.0,a comedian is performing on a stage
video2408,video2408.mp4,320_240,600.0,29.97002997002997,a white t shirt man is playing with a ball
video2536,video2536.mp4,320_240,360.0,30.0,a visual still picture collection of mothers holding their babies is showing along with the words of a
video3784,video3784.mp4,320_240,240.0,23.976023976023978,a small girl happily waves hand at someone
video840,video840.mp4,320_240,630.0,30.0,a cartoon showing mini versions of colored animals
video1480,video1480.mp4,320_240,330.0,29.97002997002997,a man is jumping and running while another man is watching
video3464,video3464.mp4,320_240,360.0,29.97002997002997,two chef talking about how lobster is considered very glamorous
video1608,video1608.mp4,320_240,696.0,24.0,there is going on a table tennis game between two people one is in yellow and the other
video3208,video3208.mp4,320_240,375.0,25.0,a men s tines match one man is wearing a yellow shirt and the other man is wearing
video3912,video3912.mp4,320_240,300.0,29.97002997002997,all cars are moving on the streets
video3368,video3368.mp4,320_240,600.0,29.97002997002997,a woman is playing tennis on a stadium
video4776,video4776.mp4,320_240,384.0,23.976023976023978,a white shirt man is talking with a person
video1096,video1096.mp4,320_240,630.0,30.0,there is a man is talking with a woman
video2216,video2216.mp4,320_240,425.0,25.0,someone is drawing circles in a pan i believe to make a crepe
video5640,video5640.mp4,320_240,325.0,25.0,a man is traveling in pouring rain through town on motorcycle
video2248,video2248.mp4,320_240,780.0,29.97002997002997,on a baseball field referees discuss a play
video5160,video5160.mp4,320_240,840.0,29.97002997002997,man in blue t shirt and a cap is preparing for a jump
video392,video392.mp4,320_240,696.0,23.976023976023978,woman doing interpretative dance in honor of choreographer pina
video1160,video1160.mp4,320_240,810.0,29.97002997002997,there is a cartoon movie is going on with different characters
video4712,video4712.mp4,320_240,840.0,30.0,three folded snowflakes are placed on a table person picks it up and unfolds it
video6408,video6408.mp4,320_240,840.0,30.0,there is someone decorating something on the table
video2664,video2664.mp4,320_240,250.0,25.0,there is a green t shirt man is playing table tennis
video4584,video4584.mp4,320_240,360.0,29.97002997002997,a black and white cat sitting on the bed and looking here and there
video3528,video3528.mp4,320_240,420.0,29.97002997002997,there is a sheaf cutting meet in to the pieces
video6152,video6152.mp4,320_240,449.0,29.916666666666668,a chef in a black jacket cooks food for two women
video296,video296.mp4,320_240,350.0,25.0,there are some vehicle moving in to the water
video1512,video1512.mp4,320_240,359.0,29.916666666666668,a man in a black chef coat cuts an onion while two women speak
video3048,video3048.mp4,320_240,408.0,24.0,there is a water flows from mountains and down to river
video5608,video5608.mp4,320_240,300.0,25.0,there is a police man is walking with a man
video6280,video6280.mp4,320_240,660.0,29.97002997002997,several beautiful goldfish in a fish tank that has white stones in the bottom and green plants
video5832,video5832.mp4,320_240,500.0,25.0,a man ina brown and green shirt describes the body type needed to professionally play table tennis
video136,video136.mp4,320_240,720.0,29.97002997002997,today were are talking about running downhill as we watch a bunch of people running
video5672,video5672.mp4,320_240,312.0,24.0,two men is walking then touches something on the floor and floats back
video264,video264.mp4,320_240,630.0,29.97002997002997,there is a woman in black is work out in a jim
video3976,video3976.mp4,320_240,375.0,25.0,a man in blue shirt describing the benefit of the small car he is driving
video5192,video5192.mp4,320_240,250.0,25.0,a black man is talking to tom hanks telling him to come with them
video4872,video4872.mp4,320_240,275.0,25.0,a man is stirring sauce in a cooking pot
video1896,video1896.mp4,320_240,425.0,25.0,there is a man in black is talking with a man
video5384,video5384.mp4,320_240,288.0,24.0,a person is holding a white dog and talking then is talking without the dog
video872,video872.mp4,320_240,450.0,30.0,instrumental music plays while a person in a red and white apron dries noodles
video1992,video1992.mp4,320_240,325.0,25.0,a news anchor sits at a desk in a red lit studio in front of two very large
video4424,video4424.mp4,320_240,475.0,25.0,prepared food are nicely put in plate in a table
video808,video808.mp4,320_240,384.0,23.976023976023978,a woman cooking up some shrimp in large glass bowl
video5032,video5032.mp4,320_240,450.0,30.0,a green animal with long ears are being shown
video3688,video3688.mp4,320_240,275.0,25.0,a person is checking the tube light connection in kitchen
video3080,video3080.mp4,320_240,450.0,25.0,motorcycle rider begins his burnout in the seat then jumps onto the gas tank and rides the length
video2856,video2856.mp4,320_240,480.0,29.97002997002997,two beautiful girls swimming in the deep blue sea
video3144,video3144.mp4,320_240,840.0,30.0,a man in green jacket is talking on green sports field
video1224,video1224.mp4,320_240,250.0,25.0,a man with blue shirt and hat talking to a female
video4552,video4552.mp4,320_240,600.0,29.97002997002997,a large tractor trailer drives under a bridge and crashes
video2376,video2376.mp4,320_240,390.0,29.97002997002997,fish fall from the sky as people cover their heads and a fish falls into a man s
video6376,video6376.mp4,320_240,400.0,25.0,white words on the screen saying the jetson s accurately predicted the future
video1928,video1928.mp4,320_240,810.0,29.97002997002997,a child feeds a carrot to a pony that is in a white corral with other ponies
video3400,video3400.mp4,320_240,450.0,29.97002997002997,some yellow liquid is poured into a measuring glass
video5064,video5064.mp4,320_240,810.0,29.97002997002997,someone is making food in the kitchen with some green leaves
video3304,video3304.mp4,320_240,300.0,29.97002997002997,a newspaper detailing a murder in beijing as somebody talks about it
video4808,video4808.mp4,320_240,870.0,29.97002997002997,jaunty piano music plays while humorous videos of dogs cats and people play behind
video2920,video2920.mp4,320_240,300.0,25.0,a woman is on the runway modeling a purple dress
video4008,video4008.mp4,320_240,600.0,29.97002997002997,a man is preforming an exercise by bringing his right leg over a hurdle
video1448,video1448.mp4,320_240,600.0,29.97002997002997,a guy in black suit says that he s prepared for a debate though he don t want
video4360,video4360.mp4,320_240,300.0,30.0,some one showing the video of new vehicle on the road
video1768,video1768.mp4,320_240,750.0,29.97002997002997,a father wearing a blue shirt tickles his son under the chin
video4072,video4072.mp4,320_240,650.0,25.0,a news reader giving news about the link of the california killing with the isis leader baghdad
video2728,video2728.mp4,320_240,660.0,30.0,basketball players dribble and shoot the ball before falling to the ground
video3720,video3720.mp4,320_240,264.0,23.976023976023978,females wearing dark clothing walk across with wings on their backs
video6120,video6120.mp4,320_240,425.0,25.0,four sad kids walk and then they are later followed by few elderly people
video904,video904.mp4,320_240,419.0,29.916666666666668,its a michel jackson show
video2440,video2440.mp4,320_240,432.0,23.976023976023978,a girl uses prosthetic face make up to create a monster face
video4168,video4168.mp4,320_240,456.0,23.976023976023978,a young man talking in a mobile phone and after that he wishing the girl
video5416,video5416.mp4,320_240,288.0,23.976023976023978,mariah carey sings to the camera as personal photos cut into the frame
video712,video712.mp4,320_240,300.0,25.0,there is a man with black suit is talking to someone
video1192,video1192.mp4,320_240,250.0,25.0,a man in a checked shirt discusses using iphone apps to make a film
video6440,video6440.mp4,320_240,479.0,29.917,there are some people sitting in front of a building
video4232,video4232.mp4,320_240,350.0,25.0,photographs of a group of women are shown
video6568,video6568.mp4,320_240,275.0,25.0,a man and woman get romantic in this bud light ad
video6856,video6856.mp4,320_240,570.0,30.0,a 16 bit video game character crossing a river and swinging a sword
video6984,video6984.mp4,320_240,479.0,29.916666666666668,a baby squirrel is snuggling with kittens
video6760,video6760.mp4,320_240,360.0,29.97002997002997,a boy is commentating over a minecraft cat
video6888,video6888.mp4,320_240,375.0,25.0,a boy is speaking about her fashion
video6536,video6536.mp4,320_240,250.0,25.0,a group of soccer players are posing with kids
video6792,video6792.mp4,320_240,360.0,29.97002997002997,a football play preceded by celebrating players
video6696,video6696.mp4,320_240,360.0,29.97,a girl and her friends talking into her phone s camera
video6600,video6600.mp4,320_240,336.0,23.976023976023978,a clip from a music video of women
video6632,video6632.mp4,320_240,500.0,25.0,a couple of soccer teams playing soccer
video6824,video6824.mp4,320_240,360.0,29.97002997002997,a cord is being plugged into the wall
video6920,video6920.mp4,320_240,390.0,29.97002997002997,a debate about education and money
video6728,video6728.mp4,320_240,420.0,29.97002997002997,a clip of a woman working on a mans nose
video6664,video6664.mp4,320_240,300.0,29.97002997002997,a man is going to eat food some thing like noodles
video6952,video6952.mp4,320_240,540.0,29.97002997002997,an anime woman in a black outfit uses a sword to cut glass milk bottles in black
video2985,video2985.mp4,320_240,345.0,24.64,a video of a man and a fly roll
video1609,video1609.mp4,320_240,264.0,23.976023976023978,a actor talking about how a specific scene was made
video3017,video3017.mp4,320_240,330.0,29.97002997002997,a basketball game is shown
video1801,video1801.mp4,320_240,475.0,25.0,a ball has broken a car s window
video1321,video1321.mp4,320_240,660.0,29.97002997002997,a bald man talks about suicide
video1513,video1513.mp4,320_240,540.0,29.97002997002997,a animated character is automatically drawn
video2825,video2825.mp4,320_240,297.0,27.0,a animate character is flying
video4361,video4361.mp4,320_240,264.0,24.0,a animated character is eating a donut
video4649,video4649.mp4,320_240,450.0,29.97002997002997,a animate character are fighting
video4489,video4489.mp4,320_240,288.0,23.976023976023978,a advertisement for beauty diary
video5801,video5801.mp4,320_240,425.0,25.0,a advertisement about a scary movie
video4297,video4297.mp4,320_240,288.0,23.976023976023978,a boy band music video
video2441,video2441.mp4,320_240,275.0,25.0,a boy band is singing on the stage
video5641,video5641.mp4,320_240,275.0,25.0,a boy is dressed up as a turtle
video4041,video4041.mp4,320_240,510.0,29.97002997002997,a boat in grand theft auto
video5225,video5225.mp4,320_240,480.0,29.97002997002997,a blue piece of paper is being folded in half
video6121,video6121.mp4,320_240,360.0,24.0,a boy and girl are talking in the hallway
video4937,video4937.mp4,320_240,390.0,29.97002997002997,a boy receives applause at a talent show
video2025,video2025.mp4,320_240,350.0,25.0,a bride and groom sing
video1161,video1161.mp4,320_240,300.0,29.97002997002997,a boy is performing a song on the voice
video4425,video4425.mp4,320_240,165.0,15.0,a boy is talking to a football player
video4617,video4617.mp4,320_240,900.0,29.97002997002997,a boy is showing how to solve a rubiks cube
video2569,video2569.mp4,320_240,420.0,29.97002997002997,a baseball video game is been showed
video4105,video4105.mp4,320_240,810.0,29.97002997002997,a band singing on stage
video4841,video4841.mp4,320_240,300.0,30.0,a base ball scenes are going on
video4201,video4201.mp4,320_240,510.0,30.0,a basketball player lands a shot from half court
video4777,video4777.mp4,320_240,510.0,30.0,a basketball player is putting the ball inside the basket
video2633,video2633.mp4,320_240,330.0,29.97002997002997,a band is performing at a concert
video5705,video5705.mp4,320_240,359.0,29.97002997002997,a band is performing and a man is throwing water at people
video5897,video5897.mp4,320_240,250.0,25.0,a band is performing a song
video1001,video1001.mp4,320_240,300.0,25.0,a band performs live while their fans cheer
video1417,video1417.mp4,320_240,330.0,30.0,a band of young men perform in a video
